sl,text,aspect,sentiment,Issues,Battery,External,Internal,Screen,Service,Software
1618,"also you may need to charge it once a day , if for medium use every thing fast and easy with mac the size and look is the most feature that attracted me to it .",size,1,Screen,0,0,0,1,0,0
1619,"also you may need to charge it once a day , if for medium use every thing fast and easy with mac the size and look is the most feature that attracted me to it .",look,1,External,0,1,0,0,0,0
1621,"also you may need to charge it once a day , if for medium use every thing fast and easy with mac the size and look is the most feature that attracted me to it .",charge,0,Battery,1,0,0,0,0,0
1626,Also the display is exceptional !,display,1,Screen,0,0,0,1,0,0
1628,Learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines .,keyboard shortcuts,1,External,0,1,0,0,0,0
1630,little short on RAM but you get what you pay for .,RAM,-1,External,0,1,0,0,0,0
1631,"It did n't come with any software installed outside of windows media , but for the price , I was very pleased with the condition and the overall product .",software,-1,Software,0,0,0,0,0,1
1633,"It did n't come with any software installed outside of windows media , but for the price , I was very pleased with the condition and the overall product .",price,1,Service,0,0,0,0,1,0
1634,"THEN , one month after the warranty expired , the replacement charger went .",warranty,0,Service,0,0,0,0,1,0
1635,"THEN , one month after the warranty expired , the replacement charger went .",replacement charger,-1,Battery,1,0,0,0,0,0
1636,I love a `` pc '' but I was ready for a change and tired of the windows system .,windows system,-1,Software,0,0,0,0,0,1
1637,"Your cursor will end up all over the freaking place , , , it 's not uncommon for me to accidentally delete words , sentences , paragraphs because of this mousepad .",cursor,-1,Screen,0,0,0,1,0,0
1638,"Your cursor will end up all over the freaking place , , , it 's not uncommon for me to accidentally delete words , sentences , paragraphs because of this mousepad .",mousepad,-1,External,0,1,0,0,0,0
1639,"Other installed features , such as certain printer software , are also most attractive .",features,1,Internal,0,0,1,0,0,0
1640,"Other installed features , such as certain printer software , are also most attractive .",printer software,1,Software,0,0,0,0,0,1
1641,"I work in film editing and post production , so I need a laptop that not only has power , but memory and speed as well .",power,0,Battery,1,0,0,0,0,0
1642,"I work in film editing and post production , so I need a laptop that not only has power , but memory and speed as well .",memory,0,Internal,0,0,1,0,0,0
1644,"Even doing so , the hinge may just be slightly tightened only .",hinge,0,Screen,0,0,0,1,0,0
1645,"company provides UPS shipping , fast , great !",shipping,1,Service,0,0,0,0,1,0
1646,I would tell the technician I knew exactly what was wrong with it but they did not listen and I had to go through a bunch of junk to get them to tell me I needed to send the computer in .,technician,-1,Service,0,0,0,0,1,0
1650,"It is easy to use , has great screen quality , and every so light weight .",screen quality,1,Screen,0,0,0,1,0,0
1652,"Great product , very easy to use and great graphics .",graphics,1,Internal,0,0,1,0,0,0
1654,The iLife software that comes with the computer is so simple to use and produces a great finished product .,iLife software,1,Software,0,0,0,0,0,1
1656,The built-in webcam is great for Skype and similar video-chat services .,built-in webcam,1,Internal,0,0,1,0,0,0
1657,The shop will definitely push the problem to the service center .,service center,0,Service,0,0,0,0,1,0
1658,"PC users work in Word , while Mac users work in Pages .",Word,0,Software,0,0,0,0,0,1
1660,"While I mostly use it for email , internet and gaming , I 'm confident all other applications live up to the high standard I 've come to appreciate from Mac laptops .",applications,1,Software,0,0,0,0,0,1
1661,"While I mostly use it for email , internet and gaming , I 'm confident all other applications live up to the high standard I 've come to appreciate from Mac laptops .",internet,0,Software,0,0,0,0,0,1
1662,"While I mostly use it for email , internet and gaming , I 'm confident all other applications live up to the high standard I 've come to appreciate from Mac laptops .",gaming,0,Software,0,0,0,0,0,1
1663,"This laptop looks great on the surface : 17"" inch screen , good price-point , nice appearance , boots up quickly , runs fast etc. .","17"" inch screen",1,Screen,0,0,0,1,0,0
1665,"This laptop looks great on the surface : 17 '' inch screen , good price-point , nice appearance , boots up quickly , runs fast etc. .",appearance,1,External,0,1,0,0,0,0
1666,"This laptop looks great on the surface : 17 '' inch screen , good price-point , nice appearance , boots up quickly , runs fast etc. .",boots up,1,Software,0,0,0,0,0,1
1670,pros : the macbook pro notebook has a large battery life and you wont have to worry to charge your laptop every five hours or so .,battery life,1,Battery,1,0,0,0,0,0
1671,Disappointing for such a lovely screen and at a reasonable price,screen,1,Screen,0,0,0,1,0,0
1672,Disappointing for such a lovely screen and at a reasonable price,price,1,Service,0,0,0,0,1,0
1673,The only bad thing about it is they give you the worst batteries possible .,batteries,-1,Battery,1,0,0,0,0,0
1674,Good price .,price,1,Service,0,0,0,0,1,0
1675,THE MOTHERBOARD IS DEAD !,MOTHERBOARD,-1,Internal,0,0,1,0,0,0
1678,"It was not clear that the Microsoft Student Edition that was loaded on the computer , was a six month trial .",Microsoft Student Edition,-1,Software,0,0,0,0,0,1
1679,Good for every day computing and web browsing .,web browsing,1,Software,0,0,0,0,0,1
1681,"Also , I have had alot of trouble with the keys sticking and will not type correctly .",keys,-1,Software,0,0,0,0,0,1
1682,Excellent LED monitor and well equipped .,LED monitor,1,External,0,1,0,0,0,0
1683,This process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times .,mother board,-1,Internal,0,0,1,0,0,0
1684,This process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times .,hard drive,-1,Internal,0,0,1,0,0,0
1686,I could n't believe how long the battery lasted on a single charge .,battery,1,Battery,1,0,0,0,0,0
1687,I could n't believe how long the battery lasted on a single charge .,charge,1,Battery,1,0,0,0,0,0
1688,I could save ten essay papers and have hardly any memory left .,memory,-1,Internal,0,0,1,0,0,0
1689,"Other than that , I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities .",gaming,1,Software,0,0,0,0,0,1
1690,"This is the first time that I tried and owning a netbook although I have used 3 different laptops in the past 10 years , I find not much difference except of course for the screen size .",screen size,0,Screen,0,0,0,1,0,0
1691,But the biggest pain is that tech support is not available 24/7 .,tech support,-1,Service,0,0,0,0,1,0
1692,The backlit keys are wonderful when you are working in the dark .,backlit keys,1,Software,0,0,0,0,0,1
1693,"I chose the iBookG4 , a laptop that is an attractive computer with a large screen big enough to please anyone .",screen,1,Screen,0,0,0,1,0,0
1694,"The most recent being that my Safari internet browser is freaking out on me , but I have just been using firefox instead .",Safari internet browser,-1,Software,0,0,0,0,0,1
1697,I know what 7 hrs of battery looks like .,battery,1,Battery,1,0,0,0,0,0
1698,I did not have to call the support line at all .,support line,0,Service,0,0,0,0,1,0
1699,The laptop is outstanding in all aspects except that it has the Windows 7 starter and not the full Windows 7 .,Windows 7 starter,-1,Software,0,0,0,0,0,1
1700,The laptop is outstanding in all aspects except that it has the Windows 7 starter and not the full Windows 7 .,Windows 7,1,Software,0,0,0,0,0,1
1701,THE FIRST PROBLEM IS THAT THE KEYBOARD FUNCTION IS SIMPLY UNSATISFACTORY .,KEYBOARD FUNCTION,-1,Internal,0,0,1,0,0,0
1702,"The DVD drive randomly pops open when it is in my backpack as well , which is annoying .",DVD drive,-1,Internal,0,0,1,0,0,0
1704,"Garageband is more for the musicians , and the laptop is equipped with a good working microphone , good enough for beginners and musicians at the intermediate level .",microphone,1,External,0,1,0,0,0,0
1705,I dual boot with Linux and that other security-prone OS and it performs flawlessly .,Linux,0,Software,0,0,0,0,0,1
1706,I dual boot with Linux and that other security-prone OS and it performs flawlessly .,security-prone OS,0,Software,0,0,0,0,0,1
1708,The difference is the Toshiba had a lot more memory and hard drive space .,memory,1,Internal,0,0,1,0,0,0
1709,The difference is the Toshiba had a lot more memory and hard drive space .,hard drive space,1,Internal,0,0,1,0,0,0
1710,There was a little difficulty doing the migration as the firewire cable system ca n't be used with the iBook .,firewire cable system,-1,External,0,1,0,0,0,0
1713,OS X is solid with lots of innovations such as quicklook which save heaps of time .,OS X,1,Software,0,0,0,0,0,1
1715,But other than that I am blown away by all the features this laptop offers .,features,1,Internal,0,0,1,0,0,0
1716,The keyboard is slick and quiet and not bulky like some other laptops I have had in the past .,keyboard,1,External,0,1,0,0,0,0
1719,First the screen goes completely out .,screen,-1,Screen,0,0,0,1,0,0
1720,I 'm learning the finger options for the mousepad that allow for quicker browsing of web pages .,mousepad,1,External,0,1,0,0,0,0
1723,"The PhotoBooth is a great program , it takes very good pictures with the built-in camera .",program,1,Software,0,0,0,0,0,1
1725,Many kinds of software that is necessary to the working person is not available and can not be downloaded .,software,-1,Software,0,0,0,0,0,1
1726,I had to pay for the shipping !,shipping,-1,Service,0,0,0,0,1,0
1729,We researched and found the best price at MacConnection .,price,1,Service,0,0,0,0,1,0
1730,But guess what ? -LRB- you have to buy an external dvd drive it does n't have a built in type -RRB- The notebook ca n't be used because it does n't read anything for an external drive .,external dvd drive,-1,External,0,1,0,0,0,0
1731,But guess what ? -LRB- you have to buy an external dvd drive it does n't have a built in type -RRB- The notebook ca n't be used because it does n't read anything for an external drive .,external drive,-1,External,0,1,0,0,0,0
1734,I use a cooling pad but it does n't help .,cooling pad,-1,External,0,1,0,0,0,0
